Journal Name,Journal ISSN,Count, Avg SC Ratio,Avg ReLy,Avg semantic diff,Avg NSC similarity,Avg SC similarity,Avg references,Average SCs
"The journal of physical chemistry. C, Nanomaterials and interfaces",1932-7447,113,0.060334822,-0.554859058,-0.094373937,0.669823181,0.764197118,31.80530973,1.513274336
Brain and cognition,0278-2626,112,0.040137621,-0.212258204,-0.050659013,0.666967562,0.717626575,66.49107143,1.982142857
Chemosphere,0045-6535,112,0.119967344,-0.636100772,-0.064732431,0.660549529,0.72528196,30.75892857,3.116071429
Experimental physiology,0958-0670,112,0.043942558,-0.385409711,-0.10093829,0.626096347,0.727034637,50.8125,1.705357143
Genetics and molecular biology,1415-4757,112,0.05192623,-0.533216181,-0.104193335,0.638716226,0.742909561,34.80357143,1.401785714
Korean journal of orthodontics,,112,0.083892951,0.003347441,-0.001348808,0.513304602,0.51465341,24.5625,1.910714286
Progress in neuro-psychopharmacology & biological psychiatry,0278-5846,112,0.03336534,-0.194761056,-0.067110407,0.603467715,0.670578122,95.14285714,1.991071429
"Rice (New York, N.Y.)",1939-8425,112,0.048929242,0.335273549,0.071604385,0.455251244,0.383646859,46.41964286,1.714285714
Trends in endocrinology and metabolism: TEM,1043-2760,112,0.023765441,-0.167650146,-0.082815819,0.628818267,0.711634087,82.875,1.446428571
Annals of burns and fire disasters,1592-9558,111,0.077898826,-0.778585936,-0.127954011,0.584943684,0.712897696,28.98198198,1.684684685
Clinical practice and epidemiology in mental health : CP & EMH,1745-0179,111,0.093876693,0.155641383,0.003235621,0.374748096,0.371512476,36.48648649,2.531531532
International journal of systematic and evolutionary microbiology,1466-5026,111,0.230685389,-5.585591051,-0.225925595,0.565104554,0.791030149,28.4954955,5.954954955
Journal of neurodevelopmental disorders,1866-1947,111,0.034493821,-0.051088193,-0.006187864,0.493474642,0.499662507,74.11711712,1.801801802
MMWR. Morbidity and mortality weekly report,0149-2195,111,0.194141419,-2.827082865,-0.13467262,0.497862569,0.632535188,13.73873874,2.423423423
Obesity reviews : an official journal of the International Association for the Study of Obesity,1467-7881,111,0.044857645,-0.68418064,-0.156314776,0.555198545,0.711513321,79.06306306,2.846846847
"Prostaglandins, leukotrienes, and essential fatty acids",0952-3278,111,0.053004001,-0.32944447,-0.064564929,0.579285011,0.643849939,54.98198198,2.666666667
European journal of medical research,0949-2321,110,0.072201873,0.032093097,-0.001374677,0.474855552,0.476230229,31.69090909,1.718181818
Healthcare policy = Politiques de sante,1715-6572,110,0.133894627,-1.230539977,-0.048106379,0.407792398,0.455898777,20.33636364,2.236363636
Journal of ocular pharmacology and therapeutics : the official journal of the Association for Ocular Pharmacology and Therapeutics,1080-7683,110,0.05707172,-0.311509352,-0.047313722,0.376602699,0.423916421,48.91818182,2.090909091
Journal of structural and functional genomics,1345-711X,110,0.064253968,-0.425130997,-0.071550468,0.625503419,0.697053888,36.8,1.863636364
Journal of veterinary science,1229-845X,110,0.053836942,-0.484065037,-0.095928567,0.654912969,0.750841535,28.16363636,1.263636364
Neuroepidemiology,0251-5350,110,0.076563905,-0.194588561,-0.043176464,0.352235247,0.395411711,33.2,2.2
Noise & health,1463-1741,110,0.135373195,-1.293820388,-0.10275542,0.516238735,0.618994155,29.54545455,3.627272727
Nuclear medicine and molecular imaging,1869-3474,110,0.058013729,-0.716504742,-0.123203826,0.247918404,0.37112223,32.96363636,1.5
The Permanente journal,1552-5767,110,0.064977322,-0.183475854,-0.035120943,0.323867789,0.358988732,32.80909091,1.6
Trends in pharmacological sciences,0165-6147,110,0.022192917,-0.113209127,-0.061042176,0.619828073,0.680870249,88.44545455,1.627272727
Advanced healthcare materials,2192-2640,109,0.030717498,-0.186080103,-0.059061336,0.620722922,0.679784258,81.77981651,1.71559633
American journal of physical anthropology,0002-9483,109,0.154267337,-0.938867631,-0.060323398,0.534653902,0.5949773,49.28440367,6.889908257
Annals of vascular diseases,1881-641X,109,0.084831578,-0.006189709,-0.017557422,0.476965704,0.494523126,21.72477064,1.440366972
Autism : the international journal of research and practice,1362-3613,109,0.074396716,-0.688734907,-0.098121073,0.636704345,0.734825417,30.3853211,2.110091743
Current infectious disease reports,1523-3847,109,0.027703987,-0.346132436,-0.137463828,0.522054386,0.659518214,49.63302752,1.082568807
European journal of public health,1101-1262,109,0.074553267,0.20803868,0.022991502,0.439647163,0.416655661,25.25688073,1.678899083
Fluids and barriers of the CNS,2045-8118,109,0.050251871,0.015385055,-0.019005007,0.48306607,0.502071076,77.8440367,2.431192661
Human cell,0914-7470,109,0.090621843,-1.012633501,-0.107808331,0.624138512,0.731946843,25.82568807,1.798165138
International neurourology journal,2093-4777,109,0.07573749,-0.632817261,-0.076608052,0.267167734,0.343775786,27.64220183,1.642201835
Journal of robotic surgery,1863-2483,109,0.066719676,-1.317358248,-0.195537506,0.5365908,0.732128306,24.00917431,1.357798165
Open forum infectious diseases,2328-8957,109,0.0501609,-0.259427174,-0.040835289,0.341557006,0.382392295,27.60550459,1.183486239
Pakistan journal of medical sciences,1681-715X,109,0.070966219,0.00756195,-0.001171161,0.421987068,0.423158229,19.03669725,1.220183486
Palliative medicine,0269-2163,109,0.124579531,-0.506648439,-0.048840591,0.456947607,0.505788197,34.04587156,3.550458716
Proceedings of the American Thoracic Society,1546-3222,109,0.033679025,-0.436447858,-0.125954202,0.590312214,0.716266416,72.03669725,1.908256881
Women's health issues : official publication of the Jacobs Institute of Women's Health,1049-3867,109,0.061764948,-0.148513173,-0.020127407,0.318382628,0.338510035,33.91743119,1.825688073
Clinical genetics,0009-9163,108,0.052333651,-0.645526475,-0.120831443,0.609573285,0.730404728,39.97222222,1.592592593
Infant behavior & development,0163-6383,108,0.07284345,-0.538882704,-0.084290099,0.639586372,0.723876471,32.93518519,1.990740741
"Journal of clinical hypertension (Greenwich, Conn.)",1524-6175,108,0.074748393,-0.982439798,-0.145078925,0.522333121,0.667412046,31.44444444,2.074074074
Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention,,108,0.133809971,-0.787422334,-0.06287652,0.714320956,0.777197476,13.0462963,1.712962963
"Protein engineering, design & selection : PEDS",1741-0126,108,0.043779708,-0.361346503,-0.087083723,0.649641374,0.736725097,47.33333333,1.925925926
Upsala journal of medical sciences,0300-9734,108,0.056842472,-0.212322156,-0.027911369,0.46594541,0.493856779,37.35185185,1.638888889
Archives of gynecology and obstetrics,0932-0067,107,0.066394747,-0.205976467,-0.039554915,0.499791502,0.539346416,32.60747664,1.710280374
Bioscience reports,0144-8463,107,0.033200047,-0.44184228,-0.133752251,0.616178395,0.749930646,45.71028037,1.177570093
Bulletin of the Medical Library Association,0025-7338,107,0.368633258,-3.910616312,-0.113033471,0.507164091,0.620197563,17.5046729,5.981308411
Cureus,2168-8184,107,0.072477385,-0.546350225,-0.074711599,0.491615857,0.566327456,21.86915888,1.38317757
Current opinion in genetics & development,0959-437X,107,0.021751441,-0.102185985,-0.047867413,0.680563975,0.728431387,65.26168224,1.317757009
Journal of nutrition education and behavior,1499-4046,107,0.082660718,-0.011012795,-0.007083025,0.352743126,0.359826152,27.71962617,2.130841121
Journal of physiological anthropology,1880-6791,107,0.079050204,-0.302315138,-0.05306145,0.4683542,0.52141565,41.06542056,2.08411215
Journal of public health management and practice : JPHMP,1078-4659,107,0.226806609,-0.653678359,-0.043140712,0.333528688,0.376669399,24.03738318,4.663551402
Neural computation,0899-7667,107,0.12438026,-0.833103145,-0.062725916,0.711783967,0.774509883,35.1682243,3.551401869
Parasite immunology,0141-9838,107,0.049276151,-0.401569926,-0.07574287,0.625603203,0.701346074,62.59813084,2.495327103
Parkinson's disease,2042-0080,107,0.033270132,-0.341293494,-0.099012259,0.562583335,0.661595594,58.72897196,1.373831776
Pharmacology & therapeutics,0163-7258,107,0.009003982,-0.109439305,-0.118890359,0.609595356,0.728485716,237.5233645,1.588785047
Physiological measurement,0967-3334,107,0.140784879,-1.407237236,-0.117793602,0.588566283,0.706359885,33.65420561,3.551401869
Progress in neurobiology,0301-0082,107,0.010303136,-0.078305583,-0.090252192,0.597388436,0.687640629,274.9906542,2.373831776
Soft matter,1744-683X,107,0.051903807,-0.319000397,-0.061925754,0.689869246,0.751795,37.76635514,1.588785047
Xenotransplantation,0908-665X,107,0.160458769,0.196596538,0.01987663,0.456689573,0.436812943,48.1588785,7.177570093
i-Perception,2041-6695,107,0.080021489,-0.381432064,-0.062163682,0.657614244,0.719777927,30.55140187,1.981308411
Advanced pharmaceutical bulletin,2228-5881,106,0.062041253,0.348259874,0.047308749,0.425301126,0.377992377,34.41509434,1.632075472
"Allergy, asthma, and clinical immunology : official journal of the Canadian Society of Allergy and Clinical Immunology",1710-1484,106,0.063441183,-0.269959415,-0.03820412,0.462897309,0.501101429,37.46226415,1.698113208
"Anesthesia, essays and researches",2229-7685,106,0.070891532,-0.385144571,-0.040127624,0.308548542,0.348676166,21.58490566,1.311320755
Clinical psychopharmacology and neuroscience : the official scientific journal of the Korean College of Neuropsychopharmacology,1738-1088,106,0.052003437,-0.207755795,-0.029418088,0.307535564,0.336953652,40.5,1.632075472
"European journal of pain (London, England)",1090-3801,106,0.047837977,-0.15783317,-0.033222061,0.490315739,0.523537799,46.66981132,1.962264151
Journal of health economics,0167-6296,106,0.20479226,-2.511978563,-0.132066113,0.590607572,0.722673685,21.82075472,4.018867925
Lifetime data analysis,1380-7870,106,0.161058058,-1.113287287,-0.076408875,0.687552742,0.763961617,15.70754717,2.254716981
Molecular therapy. Methods & clinical development,2329-0501,106,0.034981932,-0.323164453,-0.092711731,0.647068168,0.739779899,54.36792453,1.632075472
"Nanomedicine : nanotechnology, biology, and medicine",1549-9634,106,0.03415369,0.024261954,0.010488598,0.50365168,0.493163081,51.50943396,1.424528302
Open biology,2046-2441,106,0.02637361,-0.219060658,-0.082983011,0.655430811,0.738413822,69.6509434,1.330188679
Singapore medical journal,0037-5675,106,0.092788436,-0.29710871,-0.033683576,0.475371185,0.509054761,26.14150943,1.839622642
The Journal of perinatal education,1058-1243,106,0.107373593,-1.564130723,-0.141001187,0.550936083,0.69193727,25.91509434,2.386792453
Trends in microbiology,0966-842X,106,0.024069164,-0.153696281,-0.062259751,0.623774177,0.686033928,76.71698113,1.537735849
Eating behaviors,1471-0153,105,0.064165923,-0.559949166,-0.096593457,0.529893723,0.62648718,34.66666667,1.961904762
HEC forum : an interdisciplinary journal on hospitals' ethical and legal issues,0956-2737,105,0.173009606,0.29924821,-0.005682233,0.504076496,0.509758729,22.8952381,3.20952381
Human immunology,0198-8859,105,0.07194746,-0.531812434,-0.079438795,0.622734188,0.702172983,43.03809524,2.99047619
Infectious diseases in obstetrics and gynecology,1064-7449,105,0.060998492,0.040592049,-0.007024761,0.499924029,0.506948789,28.98095238,1.40952381
International journal for parasitology. Drugs and drug resistance,2211-3207,105,0.050181759,-0.494796967,-0.11156349,0.624564082,0.736127572,57.51428571,2.104761905
International journal of audiology,1499-2027,105,0.132335131,-0.451529607,-0.042515521,0.470963917,0.513479438,33.88571429,3.895238095
JAMA pediatrics,2168-6203,105,0.050585657,-0.376250717,-0.090706547,0.205519102,0.296225649,33.46666667,1.457142857
Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society,1569-1993,105,0.089618297,-0.116044814,-0.00142906,0.44472733,0.44615639,37.53333333,2.714285714
Journal of occupational and environmental hygiene,1545-9624,105,0.151516302,-1.445634311,-0.106588379,0.639630587,0.746218966,26.48571429,3.123809524
Maternal & child nutrition,1740-8695,105,0.108898038,-1.965765988,-0.186351025,0.585086805,0.771437831,33.19047619,2.838095238
Pharmacological reviews,0031-6997,105,0.007498639,-0.031247649,-0.027702844,0.584267351,0.611970195,423.4190476,2.371428571
Tetrahedron letters,0040-4039,105,0.070347676,-0.875220594,-0.129204733,0.569170406,0.698375139,21.40952381,1.39047619
Translational vision science & technology,2164-2591,105,0.055372051,-0.821424013,-0.145120575,0.167771923,0.312892498,33.79047619,1.533333333
Biology open,2046-6390,104,0.031688171,-0.2633848,-0.081092351,0.662841029,0.74393338,44.70192308,1.153846154
Clinical psychology review,0272-7358,104,0.026264627,-0.260691503,-0.112381779,0.610912937,0.723294716,99.51923077,2.182692308
Current pharmaceutical design,1381-6128,104,0.03346424,-0.23143515,-0.094037106,0.594527145,0.688564251,157.8942308,2.355769231
JCI insight,2379-3708,104,0.021247532,-0.234714522,-0.11054326,0.583852987,0.694396247,64.5,1.211538462
JIMD reports,2192-8304,104,0.059296903,-0.409851449,-0.07603532,0.482056962,0.558092282,24.83653846,1.259615385
Journal of exercise rehabilitation,2288-176X,104,0.077189083,-1.277414325,-0.159932067,0.606942471,0.766874539,26.19230769,1.903846154
Journal of surgical oncology,0022-4790,104,0.052448623,-0.397746271,-0.077677573,0.48049624,0.558173812,41.04807692,1.798076923
Molecular reproduction and development,1040-452X,104,0.060013474,-0.368788798,-0.058305051,0.650764783,0.709069833,68.90384615,3.432692308
Mycobiology,1229-8093,104,0.127344235,-1.74965291,-0.126168272,0.580447101,0.706615373,18,1.971153846
Pediatric obesity,2047-6302,104,0.081178377,-0.203859958,-0.028379507,0.432274595,0.460654102,27.11538462,2.134615385
Probiotics and antimicrobial proteins,1867-1306,104,0.047238115,-0.426957658,-0.081259645,0.622750093,0.704009738,39.64423077,1.461538462
Revista brasileira de cirurgia cardiovascular : orgao oficial da Sociedade Brasileira de Cirurgia Cardiovascular,,104,0.111379981,-0.104207624,-0.010816561,0.454095424,0.464911984,23.93269231,2.278846154
Zebrafish,1545-8547,104,0.083827523,-0.475060719,-0.055166439,0.607328392,0.662494831,37.77884615,2.403846154
AMB Express,2191-0855,103,0.051436806,-0.595650152,-0.108741234,0.641768162,0.750509395,33.10679612,1.349514563
Chinese medicine,1749-8546,103,0.058680268,-0.198964032,-0.015416874,0.458608156,0.47402503,44.69902913,1.86407767
Comparative cytogenetics,1993-0771,103,0.104317999,-0.988961166,-0.110777488,0.679877933,0.790655421,26.65048544,2.27184466
Dementia and geriatric cognitive disorders,1420-8008,103,0.086920377,-0.177436496,-0.032886636,0.372331343,0.405217979,40.66019417,3.213592233
Dialogues in clinical neuroscience,1294-8322,103,0.027700883,-0.402304887,-0.13974897,0.58274322,0.72249219,85.3592233,1.572815534
JAMA surgery,2168-6254,103,0.058018788,-0.591565435,-0.10585011,0.18083299,0.2866831,30.40776699,1.582524272
Journal of empirical research on human research ethics : JERHRE,1556-2646,103,0.111300689,-2.014095061,-0.17986543,0.568085923,0.747951353,27.0776699,2.708737864
Journal of hospital medicine,1553-5592,103,0.100679622,-0.468071617,-0.034071366,0.389346619,0.423417985,25.76699029,2.213592233
Journal of physical activity & health,1543-3080,103,0.083086638,-0.138066265,-0.022316902,0.263976495,0.286293397,30.19417476,2.106796117
Nursing research,0029-6562,103,0.079469199,0.194651502,0.012485278,0.375227367,0.362742089,27.74757282,1.796116505
Suicide & life-threatening behavior,0363-0234,103,0.112348674,-1.309196517,-0.111601246,0.57245553,0.684056775,29.77669903,3
The spine journal : official journal of the North American Spine Society,1529-9430,103,0.069746292,-0.264772733,-0.009743019,0.429145783,0.438888802,43.08737864,2.436893204
Advances in therapy,0741-238X,102,0.03979298,-0.37859692,-0.090169171,0.285699525,0.375868696,44.62745098,1.284313725
Angiogenesis,0969-6970,102,0.038956885,-0.268829601,-0.075494278,0.624430309,0.699924587,63.55882353,2.294117647
